ASX code,Company name,Security type,ISIN code
AVDG,ANTILLES OIL AND GAS,9.5% UNSEC.RED CONV NOTE MATURING 04-JAN-2015,AU00000AVDG5
AVDAB,ANTILLES OIL AND GAS,"ORDINARY PAID TO 1C, 19C UNPAID",AU0000AVDAB9
AVDAW,ANTILLES OIL AND GAS,CONVERTIBLE PREF SHARES,AU0000AVDAW5
AVDAA,ANTILLES OIL AND GAS,OPTION EXPIRING 31-MAR-2015 EX 48C,AU0000AVDAA1
AVDAC,ANTILLES OIL AND GAS,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AVDAC7
AZY,ANTIPA MINERALS LTD,ORDINARY FULLY PAID,AU000000AZY0
AZYN,ANTIPA MINERALS LTD,ORDINARY FULLY PAID DEFERRED,AU00000AZYN8
AZYO,ANTIPA MINERALS LTD,OPTION EXPIRING 17-MAY-2016,AU00000AZYO6
AZYOA,ANTIPA MINERALS LTD,OPTION EXPIRING 31-DEC-2014,AU0000AZYOA9
AZYAO,ANTIPA MINERALS LTD,OPTION EXPIRING 31-JAN-2015 EX 30C,AU0000AZYAO9
AZYAS,ANTIPA MINERALS LTD,OPTION EXPIRING 31-MAR-2015 EX 35C,AU0000AZYAS0
AZYAY,ANTIPA MINERALS LTD,OPTION EXPIRING 03-NOV-2015 EX 30C,AU0000AZYAY8
AZYAA,ANTIPA MINERALS LTD,OPTION EXPIRING 26-NOV-2017 EX 8C,AU0000AZYAA8
AZYAU,ANTIPA MINERALS LTD,OPTION EXPIRING 05-AUG-2015 EX 50C,AU0000AZYAU6
ANP,ANTISENSE THERAPEUT.,ORDINARY FULLY PAID,AU000000ANP4
ANPDA,ANTISENSE THERAPEUT.,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000ANPDA6
ANPO,ANTISENSE THERAPEUT.,OPTION EXPIRING 31-JAN-2017,AU00000ANPO0
ANPAU,ANTISENSE THERAPEUT.,OPTION EXPIRING 30-JUL-2018 EX NIL PRICE,AU0000ANPAU0
ANZ,ANZ BANKING GRP LTD,ORDINARY FULLY PAID,AU000000ANZ3
ANZPA,ANZ BANKING GRP LTD,CONVERTIBLE PREFERENCE SHARE - CPS2,AU0000ANZPA9
ANZPB,ANZ BANKING GRP LTD,CONVERTIBLE PREFERENCE SHARE - CPS1,AU0000ANZPB7
ANZPC,ANZ BANKING GRP LTD,CONVERTIBLE PREFERENCE SHARE-CPS3,AU0000ANZPC5
ANZPD,ANZ BANKING GRP LTD,CONVERTIBLE PERP CAPITAL NOTE,AU0000ANZPD3
ANZPE,ANZ BANKING GRP LTD,CONVERTIBLE PERPETUAL CAPITAL NOTE 2,AU0000ANZPE1
ANZPF,ANZ BANKING GRP LTD,CONV.PERP CAPITAL NOTES 3 DEFERRED SETTLEMENT,AU0000ANZPF8
ANZZZ,ANZ BANKING GRP LTD,INSTITUTIONAL OFFER AND BROKER FIRM OFFER,AU0000ANZZZ5
ANZAA,ANZ BANKING GRP LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000ANZAA1
ANZHA,ANZ BANKING GRP LTD,UNSECURED SUBORDINATED FRN MATURING 20-JUN-2022,AU0000ANZHA6
ANZHAF,ANZ BANKING GRP LTD,FRN TCD MAT.10-NOV-2014 MIN.CON.$5HT NON-CHESS,AU000ANZHAF0
ANZHAG,ANZ BANKING GRP LTD,6.75% TCD MAT.10-NOV-2014 MIN.CONS.$5HT NON-CHESS,AU000ANZHAG8
ANZHAP,ANZ BANKING GRP LTD,FRN CB MAT.06-OCT-2015 MIN.CONS.$5HT NON-CHESS,US05252FAC41
ANZHAO,ANZ BANKING GRP LTD,1.00% CB MAT.06-OCT-2015 MIN.CONS.$5HT NON-CHESS,US05252FAB67
ANZHAN,ANZ BANKING GRP LTD,FRN TCD MAT.26-OCT-2015 MIN.CONS.$5HT NON-CHESS,AU000ANZHAN4
ANZHAL,ANZ BANKING GRP LTD,FRN TCD MAT.09-MAY-2016 MIN.CONS.$5HT NON-CHESS,AU000ANZHAL8
ANZHAM,ANZ BANKING GRP LTD,6.75% TCD MAT.09-MAY-2016 MIN.CONS.$5HT NON-CHESS,AU000ANZHAM6
ANZHAQ,ANZ BANKING GRP LTD,4.75% SUB MAT 30-JAN-2025 MIN.CONS. $5HT NC,XS1174138708
APA,APA GROUP,UNITS FULLY PAID STAPLED SECURITIES,AU000000APA1
APAWW,APA GROUP,RETAIL SHORTFALL BOOKBUILD,AU0000APAWW7
APAXX,APA GROUP,INSTITUTIONAL ENTITLEMENT OFFER,AU0000APAXX3
APAYY,APA GROUP,INSTITUTIONAL SHORTFALL OFFER,AU0000APAYY9
APAZZ,APA GROUP,RETAIL ENTITLEMENT EARLY ACCEPTANCE,AU0000APAZZ3
APAAI,APA GROUP,UNITS FULLY PAID STAPLED SECURITIES DEFERRED,AU0000APAAI2
AAL,APAC COAL,ORDINARY FULLY PAID,AU000000AAL0
AALAM,APAC COAL,OPTION EXPIRING 31-OCT-2010 EX 25C,AU0000AALAM3
AALAO,APAC COAL,OPTION EXPIRING 10-JUL-2011 EX 25C,AU0000AALAO9
AALAQ,APAC COAL,OPTION EXPIRING 31-OCT-2010 EX 25C,AU0000AALAQ4
AQQ,APHRODITE GOLD LTD,ORDINARY FULLY PAID,AU000000AQQ5
AQQAA,APHRODITE GOLD LTD,OPTION EXPIRING 31-JUL-2017 EX 2.5C,AU0000AQQAA3
APF01,APN FUNDS MANAGEMENT,APN AREIT FUND,AU60APN00081
APF02,APN FUNDS MANAGEMENT,APN ASIAN REIT FUND,AU60APN00230
APN,APN NEWS & MEDIA,ORDINARY FULLY PAID,AU000000APN4
APNAI,APN NEWS & MEDIA,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000APNAI5
APNAK,APN NEWS & MEDIA,PERFORMANCE RIGHTS,AU0000APNAK1
APNAM,APN NEWS & MEDIA,ORDINARY FULLY PAID DEFERRED,AU0000APNAM7
APO,APN OUTDOOR GRP,ORDINARY FULLY PAID,AU000000APO2
APOAA,APN OUTDOOR GRP,OPTION EXPIRING 31-DEC-2018 EX $2.55,AU0000APOAA0
APD,APN PROPERTY GROUP,ORDINARY FULLY PAID,AU000000APD5
APJHA,APOLLO 2006-1E TRUST,CLASS 1A FRN MAT.10-AUG-2037 MIN.CONS.5HT NONCHESS,AU300APOA019
AORHA,APOLLO 2013-1,CLASS A RMB FRN MAT.24-JUN-2044 MIN.CONS.$5HT NC,AU0000AORHA1
AOP,APOLLO CONSOLIDATED,ORDINARY FULLY PAID,AU000000AOP2
AOPN,APOLLO CONSOLIDATED,ORDINARY FULLY PAID DEFERRED,AU00000AOPN0
AOPO,APOLLO CONSOLIDATED,OPTION EXPIRING 30-JUN-2016,AU00000AOPO8
AOPAI,APOLLO CONSOLIDATED,PERFORMANCE SHARES,AU0000AOPAI3
AOPAA,APOLLO CONSOLIDATED,OPTION EXPIRING 30-JUN-2016 EX 5C,AU0000AOPAA0
AOPAB,APOLLO CONSOLIDATED,OPTION EXPIRING 30-JUN-2016 EX 7.5C,AU0000AOPAB8
AOPAO,APOLLO CONSOLIDATED,OPTION EXPIRING 31-DEC-2016 EX 20C,AU0000AOPAO1
AOPAZ,APOLLO CONSOLIDATED,OPTION EXPIRING 31-DEC-2018 EX 5C,AU0000AOPAZ7
AON,APOLLO MINERALS LTD,ORDINARY FULLY PAID,AU000000AON7
AONAO,APOLLO MINERALS LTD,ORDINARY FULLY PAID,AU0000AONAO6
AONAI,APOLLO MINERALS LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AONAI8
AONAK,APOLLO MINERALS LTD,PERFORMANCE RIGHT,AU0000AONAK4
AOYHA,APOLLO S2007-1E TRST,FRN CLASS 1A RMB 09-AUG-2038 MIN. CON. $5HT N-C,AU0000AOYHA7
AOJHA,APOLLO SERIES 2010-1,CLASS A1 RMB FRN MAT.09-JUL-2041 MIN.CONS.$5HT NC,AU0000AOJHA8
AOJHB,APOLLO SERIES 2010-1,CLASS A2 RMB FRN MAT.09-JUL-2041 MIN.CONS.$5HT NC,AU0000AOJHB6
APX,APPEN LIMITED,ORDINARY FULLY PAID,AU000000APX3
APXXX,APPEN LIMITED,INITIAL PUBLIC OFFER,AU0000APXXX5
APXAA,APPEN LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000APXAA1
ALA,APPLABS TECH LTD,ORDINARY FULLY PAID,AU000000ALA0
ALADA,APPLABS TECH LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000ALADA2
ALAO,APPLABS TECH LTD,OPTION EXPIRING 21-MAY-2016,AU00000ALAO6
ALAAI,APPLABS TECH LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ALAAI1
AP1,APPLE INC.(NASDAQ),APPLE INC.(NASDAQ),AU000000AP19
AQHHA,APT PIPELINES LTD,UNSEC.SUB.CUM FRN NOTE MATURING 30-SEP-2072,AU0000AQHHA7
AQU,AQUAINT CAPITAL LTD,ORDINARY FULLY PAID,AU000000AQU7
AQUAB,AQUAINT CAPITAL LTD,ORDINARY FULLY PAID RESTRICTED,AU0000AQUAB3
AQP,AQUARIUS PLATINUM.,5C US ORDINARY FULLY PAID,BMG0440M1284
AQPN,AQUARIUS PLATINUM.,5C US ORDINARY FULLY PAID DEFERRED,BMG0440M2191
AQPR,AQUARIUS PLATINUM.,RIGHTS - APPLICATIONS CLOSE 14-MAY-2014,BMG0440M1771
ARU,ARAFURA RESOURCE LTD,ORDINARY FULLY PAID,AU000000ARU5
ARUAA,ARAFURA RESOURCE LTD,OPTION EXPIRING 30-SEP-2018 EX 10.5C,AU0000ARUAA3
ARUAB,ARAFURA RESOURCE LTD,OPTION EXPIRING 20-NOV-2018 EX 10.5C,AU0000ARUAB1
ARUAM,ARAFURA RESOURCE LTD,OPTION EXPIRING 31-DEC-2014 EX 81C,AU0000ARUAM8
ARUAS,ARAFURA RESOURCE LTD,OPTION EXPIRING 31-DEC-2015 EX 23C,AU0000ARUAS5
ARUAZ,ARAFURA RESOURCE LTD,OPTION EXPIRING 18-JUL-2016 EX 14C,AU0000ARUAZ0
ARP,ARB CORPORATION,ORDINARY FULLY PAID,AU000000ARP5
ARPXX,ARB CORPORATION,DRP SHORTFALL,AU0000ARPXX7
ARX,ARC EXPLORATION LTD,ORDINARY FULLY PAID,AU000000ARX9
ARXAI,ARC EXPLORATION LTD,OPTION EXPIRING 11-DEC-2014 EX 3.6C,AU0000ARXAI0
ARXAQ,ARC EXPLORATION LTD,OPTION EXPIRING 27-MAY-2016 EX 4.2C,AU0000ARXAQ3
ARXAR,ARC EXPLORATION LTD,OPTION EXPIRING 31-DEC-2018 EX 0.9C,AU0000ARXAR1
AAW,ARCADIA WORLDWIDE,NSX - ORDINARY FULLY PAID,CA03922T1057
AXE,ARCHER EXPLORATION,ORDINARY FULLY PAID,AU000000AXE7
AXEAZ,ARCHER EXPLORATION,PERFORMANCE RIGHT,AU0000AXEAZ2
AAD,ARDENT LEISURE GROUP,ORDINARY/UNITS FULLY PAID STAPLED SECURITIES,AU000000AAD7
AWO,ARDENT RESOURCES,ORDINARY FULLY PAID,AU000000AWO8
ADV,ARDIDEN LTD,ORDINARY FULLY PAID,AU000000ADV3
ADVDA,ARDIDEN LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000ADVDA5
ADVAM,ARDIDEN LTD,OPTION EXPIRING 30-NOV-2015 EX 6C,AU0000ADVAM6
ADVAO,ARDIDEN LTD,OPTION EXPIRING 30-NOV-2015 EX 2C,AU0000ADVAO2
ADVAP,ARDIDEN LTD,OPTION EXPIRING 28-NOV-2017 EX 0.5C,AU0000ADVAP9
ARF,ARENA REIT.,STAPLED SECURITIES FULLY PAID,AU000000ARF6
ARFDA,ARENA REIT.,UNITS FULLY PAID STAPLED DEFERRED SETTLEMENT,AU0000ARFDA8
ARFDC,ARENA REIT.,ORD/UNITS STAPLED SECURITIES DEFERRED SETTLEMENT,AU0000ARFDC4
ARD,ARGENT MINERALS,ORDINARY FULLY PAID,AU000000ARD1
ARDO,ARGENT MINERALS,OPTION EXPIRING 31-MAR-2016,AU00000ARDO7
ARDAK,ARGENT MINERALS,PERFORMANCE RIGHT,AU0000ARDAK8
ARDAM,ARGENT MINERALS,OPTION EXPIRING 29-AUG-2016 EX 25C,AU0000ARDAM4
AXT,ARGO EXPLORATION,ORDINARY FULLY PAID,AU000000AXT5
AXTAI,ARGO EXPLORATION,PERFORMANCE RIGHT,AU0000AXTAI6
ARG,ARGO INVESTMENTS,ORDINARY FULLY PAID,AU000000ARG4
ARGAM,ARGO INVESTMENTS,PERFORMANCE RIGHTS,AU0000ARGAM7
ARGAK,ARGO INVESTMENTS,ORDINARY FULLY PAID EMPLOYEE,AU0000ARGAK1
ARE,ARGONAUT RESOURCES,ORDINARY FULLY PAID,AU000000ARE9
AREN,ARGONAUT RESOURCES,ORDINARY FULLY PAID DEFERRED,AU00000AREN7
AREO,ARGONAUT RESOURCES,OPTION EXPIRING 31-MAR-2017,AU00000AREO5
AREAI,ARGONAUT RESOURCES,OPTION EXPIRING 31-DEC-2015 EX 10C,AU0000AREAI0
AREAK,ARGONAUT RESOURCES,OPTION EXPIRING 11-DEC-2015 EX 15C,AU0000AREAK6
AGY,ARGOSY MINERALS LTD,ORDINARY FULLY PAID,AU000000AGY0
AGYN,ARGOSY MINERALS LTD,ORDINARY FULLY PAID DEFERRED,AU00000AGYN8
AGYR,ARGOSY MINERALS LTD,RIGHTS - APPLICATIONS CLOSE 10-APR-2014,AU00000AGYR9
AGYAI,ARGOSY MINERALS LTD,OPTION EXPIRING 13-JUN-2017 EX 9C,AU0000AGYAI1
AGYAA,ARGOSY MINERALS LTD,CONVERTIBLE NOTES,AU0000AGYAA8
ARA,ARIADNE AUSTRALIA,ORDINARY FULLY PAID,AU000000ARA7
ARAAS,ARIADNE AUSTRALIA,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000ARAAS7
ALL,ARISTOCRAT LEISURE,ORDINARY FULLY PAID,AU000000ALL7
ARJ,ARK FUND LTD (THE),ORDINARY FULLY PAID,AU000000ARJ8
AHK,ARK MINES LIMITED,ORDINARY FULLY PAID,AU000000AHK7
AHKAI,ARK MINES LIMITED,OPTION EXPIRING 27-JUN-2014 EX 10C,AU0000AHKAI8
AIK,ARMIDALE INVEST CORP,ORDINARY FULLY PAID,AU000000AIK5
AJQ,ARMOUR ENERGY LTD,ORDINARY FULLY PAID,AU000000AJQ0
AJQAO,ARMOUR ENERGY LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AJQAO9
AJO,ARMSTRONG JONES OFF.,ORDINARY UNITS FULLY PAID,AU000000AJO5
ACY01,ARMYTAGE AUST,ARMYTAGE AUSTRALIAN EQUITY INCOME FUND,AU60ETL01483
ACY02,ARMYTAGE AUST,ARMYTAGE STRATEGIC OPPORTUNITIES FUND (WHOLESALE),AU60ETL01392
AWQ,AROWANA AUS OPP,ORDINARY FULLY PAID,AU000000AWQ3
AWQO,AROWANA AUS OPP,OPTION EXPIRING 30-JUN-2016,AU00000AWQO9
AWN,AROWANA INTERNAT LTD,ORDINARY FULLY PAID,AU000000AWN0
ARI,ARRIUM LTD,ORDINARY FULLY PAID,AU000000ARI0
ARIN,ARRIUM LTD,ORDINARY FULLY PAID DEFERRED,AU00000ARIN8
ARIR,ARRIUM LTD,RIGHTS - APPS CLOSE 08-OCT-2014 US PROHIBITED,AU00000ARIR9
ARV,ARTEMIS RESOURCES,ORDINARY FULLY PAID,AU000000ARV3
ARVNA,ARTEMIS RESOURCES,ORDINARY FULLY PAID DEFERRED,AU0000ARVNA4
ARVOA,ARTEMIS RESOURCES,OPTION EXPIRING 31-AUG-2016,AU0000ARVOA2
ARVOB,ARTEMIS RESOURCES,OPTION EXPIRING 31-JUL-2016,AU0000ARVOB0
ARVAL,ARTEMIS RESOURCES,OPTION EXPIRING 30-JUN-2016 EX 3C,AU0000ARVAL8
ARVAK,ARTEMIS RESOURCES,PERFORMANCE RIGHT,AU0000ARVAK0
AAJ,ARUMA RESOURCES LTD,ORDINARY FULLY PAID,AU000000AAJ4
AAJAK,ARUMA RESOURCES LTD,OPTION EXPIRING 17-MAR-2016 EX 8.2C,AU0000AAJAK1
AAJAL,ARUMA RESOURCES LTD,OPTION EXPIRING 28-FEB-2017 EX 5C,AU0000AAJAL9
AAJAM,ARUMA RESOURCES LTD,OPTION EXPIRING 27-OCT-2017 EX 4.2C,AU0000AAJAM7
AJR,ARUNTA RESOURCES LTD,ORDINARY FULLY PAID,AU000000AJR8
AJRN,ARUNTA RESOURCES LTD,ORDINARY FULLY PAID DEFERRED,AU00000AJRN6
AJRR,ARUNTA RESOURCES LTD,RIGHTS - APPLICATIONS CLOSE 19-AUG-2014,AU00000AJRR7
AJRO,ARUNTA RESOURCES LTD,OPTION EXPIRING 31-JUL-2019,AU00000AJRO4
AJROB,ARUNTA RESOURCES LTD,OPTION EXPIRING 20-DEC-2014,AU0000AJROB5
AJRAI,ARUNTA RESOURCES LTD,ENTITLEMENT TO SHARES IN VALLEYARM DIGITAL LIMITED,AU0000AJRAI9
AJRAM,ARUNTA RESOURCES LTD,ENT TO SHS IN STRATEGIC EQUITY INVESTMENTS LTD,AU0000AJRAM1
AJRAA,ARUNTA RESOURCES LTD,OPTION EXPIRING 18-DEC-2016 EX 3C,AU0000AJRAA6
AJRAJ,ARUNTA RESOURCES LTD,OPTION EXPIRING 31-JUL-2019 EX 0.2C,AU0000AJRAJ7
AJRAK,ARUNTA RESOURCES LTD,OPTION EXPIRING 21-MAR-2015 EX 2C,AU0000AJRAK5
AHY,ASALEO CARE LIMITED,ORDINARY FULLY PAID,AU000000AHY8
AJY,ASAPLUS RESOURCES,CHESS DEPOSITARY INTERESTS 1:1,AU000000AJY4
ASE,ASCEND BIOPHARMA,ORDINARY FULLY PAID,AU000000ASE7
AIO,ASCIANO LIMITED,ORDINARY FULLY PAID,AU000000AIO7
AIOAU,ASCIANO LIMITED,PERFORMANCE RIGHTS,AU0000AIOAU3
AIOAI,ASCIANO LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AIOAI8
AZQ,ASCOT RESOURCES LTD,ORDINARY FULLY PAID,AU000000AZQ6
AZQDA,ASCOT RESOURCES LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AZQDA8
AZQAA,ASCOT RESOURCES LTD,EXECUTIVE INCENTIVE RIGHTS,AU0000AZQAA4
AZQAI,ASCOT RESOURCES LTD,OPTION EXPIRING 22-FEB-2016 EX 40C,AU0000AZQAI7
AZQAM,ASCOT RESOURCES LTD,OPTION EXPIRING 28-NOV-2016 EX 20C,AU0000AZQAM9
AFA,ASF GROUP LIMITED,ORDINARY FULLY PAID,AU000000AFA2
AFANA,ASF GROUP LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000AFANA3
AFANB,ASF GROUP LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000AFANB1
ASZ,ASG GROUP LIMITED,ORDINARY FULLY PAID,AU000000ASZ2
ASZAA,ASG GROUP LIMITED,OPTION EXPIRING VAR.DATES EMPLOYEE VAR. PRICES,AU0000ASZAA0
ASH,ASHLEY SERVICES GRP,ORDINARY FULLY PAID,AU000000ASH0
DIG,ASIA PAC DIGITAL LTD,ORDINARY FULLY PAID,AU000000DIG7
DIGDA,ASIA PAC DIGITAL LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000DIGDA9
DIGAI,ASIA PAC DIGITAL LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000DIGAI8
AJD,ASIA PACIFIC DATA,ORDINARY FULLY PAID STAPLED SECURITIES,AU000000AJD8
AJJ,ASIAN AMER MEDICAL,ORDINARY FULLY PAID,AU000000AJJ5
ATBHF,ASIAN DEVELOPMENT,6.00% MTN.MAT 20-JAN-2015 MIN.CONS.$5HT NON-CHESS,AU0000ATBHF3
ATBHB,ASIAN DEVELOPMENT,5.5% MTN FEB-2016 MIN.CONS.$5HT NON-CHESS,AU0000ATBHB2
ATBHL,ASIAN DEVELOPMENT,3.00% MTN.MAT 07-NOV-2016 MIN.CONS.$5HT NC,AU0000ATBHL1
ATBHJ,ASIAN DEVELOPMENT,3.50% MTN.MAT 05-JUL-2017 MIN.CONS.$5HT NC,AU0000ATBHJ5
ATBHK,ASIAN DEVELOPMENT,FRN MTN.MAT 05-JUL-2017 MIN.CONS.$5HT NC,AU0000ATBHK3
ATBHH,ASIAN DEVELOPMENT,6.00% MTN.MAT 22-FEB-2018 MIN.CONS. $5HT NC,AU0000ATBHH9
ATBHM,ASIAN DEVELOPMENT,3.50%MTN.MAT 25-JUL-2018 MIN.CONS.$5HT NC,AU0000ATBHM9
ATBHO,ASIAN DEVELOPMENT,2.60% MTN MAT 16 JANUARY 2020 MIN CONS $5HT NC,AU3CB0226652
ATBHG,ASIAN DEVELOPMENT,6.25% MTN.MAT 05-MAR-2020 MIN.CONS.$5HT NC,AU0000ATBHG1
ATBHI,ASIAN DEVELOPMENT,5.00% MTN.MAT 09-MAR-2022 MIN.CONS.$5HT NC,AU0000ATBHI7
ATBHN,ASIAN DEVELOPMENT,4.50% MTN.MAT 05-SEP-2023 MIN.CONS.$5HT NC,AU0000ATBHN7
AUF,ASIAN MASTERS FUND,ORDINARY FULLY PAID,AU000000AUF0
AIC,ASIC,ASIC,AU000000AIC2
AKF,ASK FUNDING LIMITED,ORDINARY FULLY PAID,AU000000AKF1
APZ,ASPEN GROUP,ORDINARY/UNITS FULLY PAID STAPLED SECURITIES,AU000000APZ8
APZDA,ASPEN GROUP,FULLY PAID STAPLED SECURITIES DEFERRED SETTLEMENT,AU0000APZDA0
APZAI,ASPEN GROUP,PERFORMANCE RIGHTS,AU0000APZAI9
APZAM,ASPEN GROUP,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000APZAM1
APZAK,ASPEN GROUP,STAPLED SECURITIES FULLY PAID DEFERRED,AU0000APZAK5
ASP,ASPERMONT LIMITED.,ORDINARY FULLY PAID,AU000000ASP3
ASPN,ASPERMONT LIMITED.,ORDINARY FULLY PAID DEFERRED,AU00000ASPN1
ASPR,ASPERMONT LIMITED.,RIGHTS - APPLICATIONS CLOSE 03-SEP-2014,AU00000ASPR2
ASPAK,ASPERMONT LIMITED.,OPTION EXPIRING 30-OCT-2016 EX 15C,AU0000ASPAK0
ASPAI,ASPERMONT LIMITED.,OPTION EXPIRING 31-OCT-2015 EX 15C,AU0000ASPAI4
AKM,ASPIRE MINING LTD,ORDINARY FULLY PAID,AU000000AKM7
AKMAI,ASPIRE MINING LTD,OPTION EXPIRING 12-FEB-2015 EX 5C,AU0000AKMAI8
AKMAK,ASPIRE MINING LTD,PERFORMANCE RIGHTS,AU0000AKMAK4
AIR,ASTIVITA LTD,ORDINARY FULLY PAID,AU000000AIR0
AJA,ASTRO JAP PROP GROUP,STAPLED SECURITIES US PROHIBITED,AU000000AJA4
ARO,ASTRO RESOURCES NL,ORDINARY FULLY PAID,AU000000ARO8
ARODA,ASTRO RESOURCES NL,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000ARODA0
AROO,ASTRO RESOURCES NL,OPTION EXPIRING 30-NOV-2012 DEFERRED,AU00000AROO4
AROAA,ASTRO RESOURCES NL,CONVERTIBLE NOTE,AU0000AROAA6
ATR,ASTRON CORP LTD,CHESS DEPOSITARY INTERESTS 1:1,AU000000ATR7
UUU,ASX ELODGEMENT,ASX COMPANY ADVISORS ELODGEMENT,AU000000UUU7
ASX,ASX LIMITED,ORDINARY FULLY PAID,AU000000ASX7
ASXN,ASX LIMITED,ORDINARY FULLY PAID DEFERRED,AU00000ASXN5
ASXR,ASX LIMITED,RIGHTS-APPS CLOSE 5-JUL-2013 US PROHIBITED,AU00000ASXR6
ACG,ATCOR MEDICAL,ORDINARY FULLY PAID,AU000000ACG6
ACGAI,ATCOR MEDICAL,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000ACGAI7
AHN,ATHENA RESOURCES,ORDINARY FULLY PAID,AU000000AHN1
AHNAI,ATHENA RESOURCES,OPTION EXPIRING 30-APR-2016 EX 6C,AU0000AHNAI2
AGB,ATLANTIC GOLD COR,CHESS DEPOSITARY INTERESTS 1:1,AU000000AGB8
AGBO,ATLANTIC GOLD COR,OPTION EXPIRING 21-AUG-2018,AU00000AGBO4
AGBAA,ATLANTIC GOLD COR,COMMON SHARES,AU0000AGBAA6
AGBAB,ATLANTIC GOLD COR,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AGBAB4
ATI,ATLANTIC LIMITED,ORDINARY FULLY PAID,AU000000ATI6
ATIAO,ATLANTIC LIMITED,CLASS B PERFORMANCE SHARES,AU0000ATIAO5
ATIAM,ATLANTIC LIMITED,OPTION EXPIRING 31-DEC-2011 EX 0.8C,AU0000ATIAM9
ATIAI,ATLANTIC LIMITED,22.5% UNSEC.RED.CONV.BOND MATURING 06-MAR-2015,AU0000ATIAI7
ATIAQ,ATLANTIC LIMITED,17.5% UNSEC.RED.CONV.BOND MATURING 06-MAR-2015,AU0000ATIAQ0
AGO,ATLAS IRON LIMITED,ORDINARY FULLY PAID,AU000000AGO1
AGOAAH,ATLAS IRON LIMITED,PERFORMANCE APPRECIATION RIGHTS,AU000AGOAAH9
AGOAZ,ATLAS IRON LIMITED,OPTION EXPIRING 31-DEC-2014 EX $2.50,AU0000AGOAZ6
AGOAAD,ATLAS IRON LIMITED,OPTION EXPIRING 31-MAR-2015 EX VARIOUS PRICES,AU000AGOAAD8
AGOAAG,ATLAS IRON LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU000AGOAAG1
ATP,ATLAS PEARLS LTD,ORDINARY FULLY PAID,AU000000ATP1
ATPAI,ATLAS PEARLS LTD,OPTION EXPIRING 29-JAN-2014 EX 5C,AU0000ATPAI2
ATPAQ,ATLAS PEARLS LTD,OPTION EXPIRING 31-DEC-2016 EX 8.58C,AU0000ATPAQ5
ATPAS,ATLAS PEARLS LTD,OPTION EXPIRING 31-DEC-2016 EX 9.5C,AU0000ATPAS1
ATPAK,ATLAS PEARLS LTD,6% UNSEC.RED.CONV.NOTE MATURING 15-JAN-2015,AU0000ATPAK8
ATPAM,ATLAS PEARLS LTD,6% UNSEC.RED.CONV.NOTE MATURING 01-MAR-2015,AU0000ATPAM4
ATPAO,ATLAS PEARLS LTD,6% UNSEC.RED.CONV.NOTE MATURING 21-JUN-2015,AU0000ATPAO0
ATU,ATRUM COAL NL,ORDINARY FULLY PAID,AU000000ATU1
ATUAU,ATRUM COAL NL,ORDINARY PARTLY PAID,AU0000ATUAU7
ATUAA,ATRUM COAL NL,OPTION EXPIRING 14-MAR-2017 EX 1.40,AU0000ATUAA9
ATUAW,ATRUM COAL NL,OPTION EXPIRING 01-JUL-2016 EX 30C,AU0000ATUAW3
ATUAY,ATRUM COAL NL,PERFORMANCE RIGHTS,AU0000ATUAY9
ATUAZ,ATRUM COAL NL,OPTION EXPIRING 30-JAN-2016 EX 30C,AU0000ATUAZ6
AYA,ATTILA RESOURCES LTD,ORDINARY FULLY PAID,AU000000AYA3
AYAAA,ATTILA RESOURCES LTD,OPTION EXPIRING 15-APR-2017 EX VARIOUS PRICES,AU0000AYAAA1
AYAAB,ATTILA RESOURCES LTD,PERFORMANCE RIGHTS,AU0000AYAAB9
AYAAI,ATTILA RESOURCES LTD,OPTION EXPIRING 09-MAR-2015 EX 29C,AU0000AYAAI4
AYAAK,ATTILA RESOURCES LTD,OPTION EXPIRING 28-MAR-2016 EX VARIOUS PRICES,AU0000AYAAK0
